,Zip Code,Square Footage,List Price,Sold Price Per Foot,Sold Price,Sold Date
287,78727,1966,294500,149.44,293800,10/16/2014
288,78759,2115,299900,139.01,294000,11/24/2014
289,78759,1912,299000,153.77,294000,9/30/2014
290,78727,1409,294000,208.66,294000,8/19/2014
291,78727,1949,295000,151.36,295000,12/23/2014
292,78727,1452,306500,203.17,295000,10/30/2014
293,78759,1922,300000,153.49,295000,9/19/2014
294,78759,1311,289000,225.02,295000,8/8/2014
295,78727,1721,299900,174.26,299900,12/1/2014
296,78759,1507,299900,199.0,299900,11/7/2014
297,78759,1472,299900,203.74,299900,10/24/2014
298,78727,1838,295000,163.22,300000,9/16/2014
299,78727,2166,319900,138.5,300000,9/22/2014
300,78759,2770,299995,108.3,300000,7/10/2014
301,78759,1472,299900,205.16,302000,7/25/2014
302,78759,1790,304000,169.83,304000,6/27/2014
303,78727,1700,325000,181.18,308000,7/25/2014
304,78759,1596,310000,193.92,309500,9/12/2014
305,78750,1952,318000,161.89,316000,8/22/2014
306,78727,1716,329900,186.48,320000,12/12/2014
307,78759,1743,315000,183.59,320000,10/31/2014
308,78759,1794,329900,178.37,320000,11/10/2014
309,78759,1394,319900,229.56,320000,8/29/2014
310,78750,1750,315000,185.71,325000,8/28/2014
311,78759,1719,335000,189.06,325000,7/29/2014
312,78727,2568,319900,126.95,326000,10/9/2014
313,78759,1539,325000,211.83,326000,7/25/2014
314,78759,2315,332000,141.04,326500,9/17/2014
315,78759,2288,350000,143.36,328000,11/18/2014
316,78750,2315,334900,142.12,329000,7/31/2014
317,78727,2071,330000,159.34,330000,11/18/2014
318,78750,1507,325000,220.31,332000,12/31/2014
319,78759,1852,340000,179.27,332000,11/19/2014
320,78759,1572,315000,213.1,335000,8/15/2014
321,78759,2226,354900,150.49,335000,8/14/2014
322,78759,2022,347900,166.26,336175,9/29/2014
323,78750,2091,325000,162.6,340000,12/30/2014
324,78759,1881,334900,180.75,340000,7/16/2014
325,78727,2296,331500,150.04,344500,8/29/2014
326,78750,2049,349999,169.59,347500,11/25/2014
327,78759,1936,349000,180.27,349000,7/3/2014
328,78759,1901,349700,183.96,349700,9/9/2014
329,78759,2353,364900,149.81,352500,10/23/2014
330,78727,1891,369900,188.26,356000,6/27/2014
331,78759,1589,344500,225.3,358000,8/8/2014
332,78759,2200,365000,163.64,360000,12/1/2014
333,78759,2024,360000,177.87,360000,10/8/2014
334,78759,2232,379999,162.19,362000,10/3/2014
335,78727,1951,370000,186.06,363000,9/25/2014
336,78759,1762,367500,208.85,368000,9/2/2014
337,78759,2181,375000,169.19,369000,8/25/2014
338,78759,1896,374473,196.47,372500,12/29/2014
339,78727,1839,345950,203.37,374000,7/11/2014
340,78750,2074,375000,180.81,375000,10/10/2014
341,78759,2222,398000,168.77,375000,10/3/2014
342,78759,2004,369000,189.62,380000,7/31/2014
343,78727,2241,382000,169.57,380000,6/19/2014
344,78759,1738,384483,219.5,381483,12/30/2014
345,78759,2394,399000,159.53,381925,11/20/2014
346,78759,2081,384900,184.96,384900,9/23/2014
347,78759,2173,397500,177.17,385000,12/22/2014
348,78759,1893,369000,203.38,385000,7/7/2014
349,78759,2137,385000,180.91,386600,9/12/2014
350,78759,2430,389900,159.26,387000,9/30/2014
351,78759,1927,399900,202.13,389500,8/29/2014
352,78759,1862,389900,209.45,390000,8/8/2014
353,78759,2218,392000,175.83,390000,7/15/2014
354,78759,2261,396000,175.59,397000,10/9/2014
355,78750,2184,415000,182.58,398750,9/30/2014
356,78759,2254,399500,177.24,399500,9/29/2014
357,78759,2080,379900,192.31,400000,11/12/2014
358,78750,2094,395000,191.02,400000,11/25/2014
359,78759,2001,384900,199.9,400000,7/11/2014
360,78759,2404,399000,167.74,403250,12/18/2014
361,78759,2359,417000,171.68,405000,11/6/2014
362,78750,2114,420000,193.95,410000,9/19/2014
363,78759,2278,425000,182.18,415000,11/24/2014
364,78750,1799,420000,230.68,415000,9/19/2014
365,78759,2171,419000,191.16,415000,9/9/2014
366,78759,1775,400000,233.8,415000,7/11/2014
367,78750,2037,389000,204.22,416000,6/27/2014
368,78727,3289,445000,128.61,423000,12/30/2014
369,78750,2201,425000,193.09,425000,10/3/2014
370,78727,3289,415000,132.26,435000,8/4/2014
371,78759,2447,449000,178.59,437000,12/11/2014
372,78759,2492,445000,176.9,440825,8/25/2014
373,78759,2375,449000,187.37,445000,8/29/2014
374,78727,3300,439990,137.88,455000,10/17/2014
375,78759,2774,469900,165.83,460000,12/18/2014
376,78759,2597,467000,178.09,462500,10/24/2014
377,78759,2512,489900,184.71,464000,10/8/2014
378,78750,2555,480000,182.0,465000,9/5/2014
379,78759,3339,475000,139.26,465000,9/12/2014
380,78759,2326,479000,199.91,465000,8/26/2014
381,78759,2543,490000,184.03,468000,8/22/2014
382,78759,3446,469964,136.38,469964,8/6/2014
383,78750,2941,469900,159.81,470000,8/1/2014
384,78759,2722,465000,173.03,471000,8/29/2014
385,78759,2684,500000,176.97,475000,12/29/2014
386,78759,2495,475000,190.38,475000,9/30/2014
387,78759,2794,499900,173.59,485000,7/31/2014
388,78750,2323,499000,209.43,486500,9/10/2014
389,78759,2565,499900,191.03,490000,10/28/2014
390,78759,2762,479500,178.31,492500,7/15/2014
391,78750,2394,499900,208.81,499900,12/18/2014
392,78759,2268,499900,220.41,499900,9/1/2014
393,78759,2973,534950,169.44,503750,7/1/2014
394,78759,2831,495000,180.15,510000,9/17/2014
395,78750,2399,514900,212.59,510000,7/28/2014
396,78759,3421,499900,152.0,520000,7/22/2014
397,78750,3352,530000,156.03,523000,10/20/2014
398,78759,2406,524900,218.2,525000,11/14/2014
399,78759,2947,550000,178.15,525000,9/22/2014
400,78759,2829,530000,186.46,527500,8/25/2014
401,78759,3146,549900,168.47,530000,10/10/2014
402,78759,2697,515000,198.37,535000,7/28/2014
403,78750,2496,549900,215.34,537500,10/6/2014
404,78759,2768,549500,195.81,542000,8/15/2014
405,78759,3412,569000,162.66,555000,12/12/2014
406,78750,3109,555000,178.51,555000,8/6/2014
407,78759,2692,535000,207.28,558000,9/15/2014
408,78750,2497,525000,223.87,559000,7/31/2014
409,78759,2582,568000,217.66,562000,12/4/2014
410,78759,3026,575000,186.72,565000,9/5/2014
411,78750,2832,575000,199.86,566000,7/10/2014
412,78759,3071,550000,188.86,580000,8/15/2014
413,78750,2653,554900,219.56,582500,8/1/2014
414,78750,3604,600000,162.32,585000,12/12/2014
415,78750,2856,599000,204.83,585000,7/10/2014
416,78750,2837,589000,207.61,589000,9/29/2014
417,78750,3234,579900,182.44,590000,7/8/2014
418,78750,2777,599900,214.26,595000,12/5/2014
419,78759,2954,579000,202.44,598000,8/27/2014
420,78759,2590,599500,231.66,600000,11/17/2014
421,78759,2645,589000,226.84,600000,9/19/2014
422,78759,3097,585000,193.9,600500,8/22/2014
423,78759,3087,619000,195.98,605000,11/14/2014
424,78759,3432,592900,176.34,605200,9/9/2014
425,78759,3341,600000,181.28,605650,11/3/2014
426,78750,3224,615000,188.28,607000,7/17/2014
427,78759,3144,625000,194.5,611500,11/21/2014
428,78759,3733,629000,164.75,615000,11/24/2014
429,78750,2689,639000,232.43,625000,9/30/2014
430,78759,2895,639900,216.93,628000,9/4/2014
431,78759,4142,628000,151.62,628000,10/15/2014
432,78750,3016,649800,208.89,630000,12/12/2014
433,78759,3293,639000,191.31,630000,7/14/2014
434,78750,3663,699900,172.67,632500,11/24/2014
435,78759,3246,650000,197.17,640000,8/19/2014
436,78759,3126,639900,210.17,657000,6/25/2014
437,78759,3362,650000,199.29,670000,7/31/2014
438,78759,4581,739900,148.44,680000,10/16/2014
439,78759,3865,695000,177.23,685000,7/3/2014
440,78759,4797,699000,144.67,694000,10/16/2014
441,78759,3636,699000,192.24,699000,8/29/2014
442,78759,3299,704500,213.55,704500,11/26/2014
443,78759,3808,715000,185.14,705000,8/15/2014
444,78759,3695,765000,195.67,723000,10/1/2014
445,78750,3517,699900,207.59,730100,7/3/2014
446,78750,5904,750000,124.49,735000,10/2/2014
447,78750,5028,739000,146.98,739000,9/30/2014
448,78750,4210,829900,185.48,780850,10/30/2014
449,78759,3847,749000,207.95,800000,7/7/2014
450,78757,768,189000,239.58,184000,10/8/2014
451,78752,1403,195000,138.99,195000,10/20/2014
452,78757,1046,199950,190.73,199500,6/23/2014
453,78752,1341,214900,149.14,200000,8/29/2014
454,78757,1051,216000,197.67,207750,8/7/2014
455,78757,1092,204000,190.48,208000,12/3/2014
456,78757,1050,209000,199.05,209000,11/19/2014
457,78757,1050,215000,204.76,215000,12/19/2014
458,78757,936,219000,230.77,216000,11/26/2014
459,78752,1656,228000,132.85,220000,11/5/2014
460,78752,1050,235000,211.9,222500,12/9/2014
461,78757,1019,215000,220.8,225000,11/24/2014
462,78752,1806,249900,124.58,225000,8/28/2014
463,78757,910,230000,252.75,230000,6/19/2014
464,78757,780,230000,295.51,230500,11/28/2014
465,78757,1208,259900,194.54,235000,6/20/2014
466,78752,1384,274500,173.41,240000,10/3/2014
467,78757,1112,220000,215.83,240000,8/28/2014
468,78757,1004,240000,239.04,240000,7/24/2014
469,78752,1196,209900,201.51,241000,11/21/2014
470,78757,1206,265000,202.32,244000,11/21/2014
471,78757,1124,255000,217.97,245000,9/19/2014
472,78752,2115,249999,116.26,245900,11/18/2014
473,78757,1051,244500,234.54,246500,12/16/2014
474,78752,1015,240000,243.05,246700,7/29/2014
475,78752,1043,248000,241.61,252000,12/12/2014
476,78757,800,258950,317.5,254000,11/4/2014
477,78752,840,279900,308.33,259000,7/21/2014
478,78752,1056,265000,246.21,260000,10/17/2014
479,78757,1791,260000,145.17,260000,10/16/2014
480,78757,1268,269000,205.05,260000,7/9/2014
481,78752,724,245000,359.81,260500,7/25/2014
482,78752,960,240000,271.88,261000,7/8/2014
483,78757,988,269700,268.22,265000,12/26/2014
484,78757,1202,269000,224.21,269500,7/17/2014
485,78757,1148,269000,234.84,269600,12/29/2014
486,78752,1057,275000,258.28,273000,8/25/2014
487,78757,1255,274900,219.04,274900,11/3/2014
488,78757,1076,279000,255.58,275000,12/12/2014
489,78757,1051,279000,261.94,275300,12/19/2014
490,78757,1202,290000,229.2,275500,10/17/2014
491,78757,1171,250000,235.7,276000,6/30/2014
492,78757,1306,259000,211.41,276100,9/19/2014
493,78752,1428,284900,193.8,276750,7/29/2014
494,78757,1317,272000,210.47,277190,8/13/2014
495,78752,936,275000,296.47,277500,10/28/2014
496,78757,1026,279900,270.47,277500,7/18/2014
497,78757,1353,280000,205.47,278000,9/15/2014
498,78757,720,274999,391.32,281750,9/3/2014
499,78757,1042,285000,271.11,282500,10/31/2014
500,78757,816,289899,346.81,283000,12/19/2014
501,78757,1204,315000,236.71,285000,8/20/2014
502,78757,1120,275000,254.46,285000,7/1/2014
503,78757,1251,299000,227.82,285000,7/11/2014
504,78757,1020,299999,279.41,285000,7/29/2014
505,78757,1381,295000,208.18,287500,6/24/2014
506,78757,1036,296000,277.99,288000,6/24/2014
507,78757,1348,279000,215.13,290000,12/22/2014
508,78757,1211,285000,239.47,290000,8/1/2014
509,78757,1640,325000,179.27,294000,11/3/2014
510,78757,1817,300000,161.81,294000,8/28/2014
511,78757,1347,310000,219.01,295000,11/20/2014
512,78757,1707,350000,172.82,295000,10/31/2014
513,78752,1334,305000,221.14,295000,8/7/2014
514,78752,1212,295000,244.22,296000,8/1/2014
515,78752,1464,299999,204.92,299999,9/24/2014
516,78757,1486,300000,201.88,300000,9/17/2014
517,78757,1624,310000,184.73,300000,11/17/2014
518,78757,1287,310000,233.1,300000,8/4/2014
519,78757,1051,309900,294.86,309900,7/11/2014
520,78757,1226,270000,252.85,310000,12/19/2014
521,78752,1500,324950,206.67,310000,11/13/2014
522,78757,1283,299000,241.62,310000,8/28/2014
523,78757,1358,329000,228.28,310000,8/14/2014
524,78757,952,299000,327.73,312000,10/9/2014
525,78757,1360,329500,231.62,315000,9/2/2014
526,78757,960,294900,330.21,317000,7/11/2014
527,78757,1260,317500,251.98,317500,6/30/2014
528,78757,1633,329000,195.96,320000,11/25/2014
529,78757,1324,319900,243.13,321900,8/15/2014
530,78757,1440,310000,223.61,322000,8/22/2014
531,78757,1735,325000,187.32,325000,11/1/2014
532,78757,910,299800,357.14,325000,10/3/2014
533,78757,1219,325000,266.61,325000,11/17/2014
534,78757,960,325000,338.54,325000,8/18/2014
535,78757,854,325000,380.56,325000,8/15/2014
536,78757,1455,325000,224.05,326000,7/11/2014
537,78757,1224,299900,267.16,327000,7/15/2014
538,78757,2063,339000,159.96,330000,11/21/2014
539,78757,1176,265000,281.46,331000,9/18/2014
540,78757,936,334500,357.37,334500,12/4/2014
541,78757,1170,334900,286.32,335000,11/26/2014
542,78757,1422,339000,235.58,335000,10/30/2014
543,78757,1590,325000,210.69,335000,12/5/2014
544,78757,1187,335000,282.22,335000,7/19/2014
545,78757,1491,345000,224.68,335000,8/27/2014
546,78757,816,319000,412.07,336250,7/17/2014
547,78752,1492,337000,225.87,337000,12/29/2014
548,78757,1152,345000,293.4,338000,9/30/2014
549,78757,1710,309900,197.95,338500,9/12/2014
